text,x,y
"Actual panic attacks over how many germs are on planes, and people just see the cheap prices and nothing else matters to them ? #Covid_19",13.129403,4.9615717
@zoom_us tell me your website is wrong and that you havent increased prices 10x since yesterday. Because otherwise what was $19.99/month yesterday is now $199.90/month today #pricegouging during a crisis isnt cool #Covid_19,13.319042,4.3077273
"So the US govt buying oil (drives prices up) is good for a few days - not months. And he says that helps Americans. Like charging tariffs. 

What a freaking idiot. #Covid_19",14.523121,3.9442492
"@Safeway during this emergency safeway has RAISED prices throughout the store, kind of disappointing #Covid_19",12.833209,3.7597206
"Voltas 1.5 Ton Split AC Online at Best Prices in India on Flipkart. Free Shipping, Cash on Delivery, Best Offers.

Click Here : https://t.co/ommNeJZzLl

#Flipkart #Voltas #AirConditioners #Offers #ACmodels #Covid_19",13.387935,4.2722483
"Realme 6 Pro Price in India | Best price for Realme 6 Pro is Rs.16999 as on 13th March 2020. Read full specifications, expert reviews and Offers On Flipkart! 

Click Here : https://t.co/YlWqqdj1FY

#Flipkart #Realme #Prices #specifications #reviews #Mobiles #Covid_19",13.441695,4.348959
#stubhub is offering 120% of cancelled event ticket prices toward a different ticket. Savvy decision many customers will remember after this #Covid_19 business ends.,12.70051,4.785184
@Reuters Common dont ruin my weekend keep prices down for a month plz ..??.. #oilprice #coronavirus #Covid_19 #CoronavirusPandemic #CoronaOutbreak,14.151518,3.959612
If the Canadian Gov is suggesting people stay within Canada for March break and not leave the country then they said force the airlines to lower prices for travel within Canada.#Covid_19,13.150385,4.9541717
"By increasing Petrol prices, this is a bold move from Modiji to make ppl sit at home and self quarantine and there by contain virus.  #COVID2019 #PetrolPrices",14.29465,3.9829342
"Don't panic folks! DM me for prices.
#COVID_19uk #coronavirus #coronaUK #Covid_19 https://t.co/f4FYVLAPeg",13.361599,4.027946
"Fucking people on the internet trying to make a fast buck on selling isopropyl alcohol for RIDICULOUS prices during a crisis.
#Fuckyou
#coronavirus",12.952406,3.8306875
"Im about screwed atm with #Covid_19 as Norways on something of a lockdown on flying. Supposed to be going back to the UK next week to grandads to live and work. 
Cant work it all out.  Flight prices have bombed though, so Im thinking just do it ? from  #Viking stock us lot !",13.091934,4.9998665
"What are business or consumer behaviors that may change permanently due to COVID-19? 
Ex. Remote work, house hunting online, online grocery. 
Explain your reasoning.
#COVID?19 #CoronaVirusUpdates 
#coronavirus #COVID19india",11.864195,4.056364
we have called them twice and they are not ready to move the booking or cancel the booking. I cant imagine air india giving consumer hard time during coronavirus threats. I request @MoCA_GoI to intervene and help us cancel the booking with no fees. #coronavirus #AirIndia,12.853844,4.9509587
"#nifty50 the correction is here to stay #Covid_19 just started in India, it is yet to hit the peak.. keep sipping the stocks at your prices.. don't miss the opportunity",13.979441,4.0723066
President Trump announced that the US is now stockpiling our strategic oil reserve.  Why? Because oil is on sale at $33 per barrel.  A valuable asset being sold at hugely discounted prices. Are there other deals? #Covid_19 #stockstowatch #markets  https://t.co/d133vN2qX7,14.48116,3.998255
"@davido Corona go help us save money because we now don't have to worry about paying for ya shows. Corona has reduced prices for many items more than any president has done.???
 #Covid_19 for president",14.006514,3.9187622
"Cashapp me, hmu for prices. #Covid_19 https://t.co/KpPEdAOPRo",11.871784,4.06046
"Price gouging #California: illegal to charge more than 10% over price on day before emergency declared. File complaint at https://t.co/bSpa2Bc9TS  or 800-952-5225, or local police dept or sheriffs office! #coronavirus #SaturdayThoughts ?",12.782175,4.1491494
"All prices dropping down except premium and onlyfans ?????
#Covid_19",13.504353,4.4053063
"Mean reversion is not a law, its a tendency. What are business or consumer behaviors that may inflect permanently due to COVID-19? Ex. Remote work, house hunting online, cord cutting. Explain your reasoning. Please RT so we get more answers.",12.04397,3.908885
"Wiping down everything at the airport and on the plane. kayak best travel prices search engine ??

#covid_19 #wipemedown #tickets #plane #whateverhappens #saturday  #cheaptickets #kayak https://t.co/t4jOyKPQtJ",13.10521,5.00614
"My local corner shop topped up prices on everything. A typical 20 basket cost 33 today.
I argued the price increase.
He stated he won't survive against the main supermarkets.
I willingly paid the 33 and rounded up to 35. 
I'd be lost without him.
#shoplocal #COVID2019",12.239563,3.8061702
"Companies thatll profit of #Covid_19:

1. Hand Sanitizing 
2. Streaming Services (Netflix)
3. News Corporations
4. Pharmaceuticals
5. Wholesale Consumer Goods
6. Video Conferencing Solutions
7. Face Masks
8. Set Price &amp; Chill Remote Advertising

#InvestToday #Business",11.932311,3.9526434
"ANYONE, and I mean ANYONE, who is using the #Covid_19 to profit off of, such as selling or re-selling toilet paper, cleaning supplies, wet wipes or diapers etc etc...to those in need at extraordinary inflated prices need to face the same criminal charges as ANY..",12.814107,3.7789207
"Gas prices going down is not a good thing, guys... hundreds, if not thousands, of oil field families are losing their jobs and subsequently their livelihood. This #Covid_19 virus isnt just effecting folks through contracting illness. Worldwide spread panic is also a virus.",14.453188,3.9051552
@united  I cant imagine any of this is due to your consumer unfriendly #coronavirus waiver policy. Refunds are needed.       https://t.co/ZXYyNOVd3g,12.628376,4.65328
"Oil prices have plummeted amid the magnitude of the spread of #Covid_19, hurting economies that are heavily reliant on energy exports.",14.466821,3.8570676
"HELLO EVERYONE ????
We made &amp; sell high quality made in Nigeria shoes @ affordable prices

Give it a try and u will thank me later?

Price:4000 each

Location: kano 

Nationwide/ international: delivery ??

Call/whatsapp:09093052802

Kindly retweet plz?

#Ehub 
#Covid_19 https://t.co/E5dvAjjjR5",12.299624,3.8025367
"Hey price gougers.   Its illegal besides immoral.  In California they see your ad or we report you for increasing prices more than 10% in a federal or state/local emergency gets you arrested &amp; a $10,000 fine for each sale.  Knock it off #coronavirus #Covid_19",12.774925,4.0367713
"Michigan residents can report any suspected price gouging or other violations of the Consumer Protection Act online during the #COVID19 #coronavirus pandemic (&amp; at any time) by visiting 

https://t.co/hxpM3nhLgw 

or by calling 877-765-8388.",12.634505,4.126316
Stock prices increase after #TrumpPressConference declaring a #StateOfEmergency. President's actions helped to boost market confidence after a devastating week of losses. #Covid_19 #CoronaOutbreak #lockdown #CoronavirusUSA #WuhanVirus #coronapocalypse,14.120757,3.7675161
"With the #Covid_19 doom. Are AR-15 prices going down? If y'all see deals, LMK.",13.471145,4.4227185
"While you're all busy with #COVID2019 and the media buzz around it, anyone care to notice that oil prices are decreasing internationally but rising by Rs. 2 - 3/litre everyday only in India? 
#OilPrices #InternationalMarkets",14.405109,4.024836
"@EPRA_Ke thinks that it has relieved Kenyans by lowering fuel prices by only 2 bob yet for now fuel prices has gone down to upto $30  per barrel of crude oil. Okay lets wait for next month and see if it will go down further #covid19kenya
#coronaInkenya",14.309256,4.0211806
"Journalist: ""Crude prices have reduced a lot. Will govt pass benefits to consumers by lowering excise duty?"" 

@nsitharaman

: Chaliye Vanakkam
#copied #SmackDown #Covid_19 #CoronaOutbreak https://t.co/cYM5e2b88t",14.270967,4.1111784
"#COVID_19 caused a sharp increase of #apple ? #prices in #Poland ??. In Ukraine, Russia, Moldova and Belarus prices dropped in the meanwhile. Details in the market report of #EastFruit https://t.co/2xqYNQ4MwV",13.724477,4.1780543
"Corporate Canada weighs force majeure clauses as economy slows. This is a v. big deal for companies with supply-chain related contracts, but many other businesses are also looking carefully at their contracts right now https://t.co/0U8QD7fnqR",14.160315,4.012184
Please Retweet this. People are reselling supplies at outrages prices not only is it wrong but it's also illegal please report anyone you see doing this. #coronavirus #Help #RT #StopPanicBuying #Stopcriminals #Report #BeKindToEachOther https://t.co/leNXCq5eLz,12.805387,3.8687265
"Worried about #coronavirus affecting your travel plans? First check

? the Foreign &amp; Commonwealth Office Travel website for warning
? your travel provider or airline's advice
? your travel insurances' cover

Our advice can help #COVID2019uk https://t.co/tcS3MHVqfk https://t.co/NHWFayjIaO",12.735768,4.5742316
"My new ""stay at home activity"" is checking the prices for flights we will never book.
That, and shouting to my wife every 5 minutes ""unreal, you can fly to Paris (return) for less than £60"".
#coronavirus #Covid_19",12.881016,4.88414
#COVID2019 whiskey and scotch prices went up by at least 20% in DFW area,13.392881,4.067257
We now have a hotline dedicated to complaints about price gouging Have you seen prices for consumer goods increase by more than 15 at a store or online vendor We want to hear from you   us at 503 378 8442 Or visit us at,12.666884,4.0432305
"Have a trip planned &amp; think you may want to cancel?

Contact your travel provider - many companies have cancelled trips &amp; are providing refunds.

Others have relaxed cancellation policies during COVID-19 uncertainty.

Contact our consumer protection team ?? 274-4400 w/questions.",12.541241,4.712593
"Can't find direct flight, train, bus or rental car to your #home? Compare price on https://t.co/lwIvW9QGJl and get best prices. #Covid_19 #Corona #COVID2019 https://t.co/YWzp192cCW",13.091266,4.849344
Know of anyone hoarding or selling at high prices Report to the police 2 MALEFACTORS ARRESTED FOR ALLEGEDLY SELLING OVERPRICED THERMAL SCANNERS SOURCE AND PHOTOS Courtesy of NCRPO PIO,12.832123,3.885032
"#SaudiArabias public prosecutor warned businesses of penalties including fines of up to $2.6 mln for any manipulation in prices during a crisis as the Kingdom ramps up efforts to combat the spread of the #coronavirus.

#COVID_19

https://t.co/w33PwNUSCS",12.742499,4.054501
"3. Open Q after COVID-19 of what happens to blockbusters (e.g, MCU, Mulan) in terms of audience demand for theatergoing experience vs. preference to consume at home. Closing of theatrical windows solves for consumer fears &amp; allows studios to address those fears.",11.65722,4.25891
The #Saudi Prosecution is warning Businesses against the unethical increase of products or services prices in response to the growing demand for health and hygiene products amid #coronavirus #COVID_19 fears.,12.72173,3.9745264
The is about to hit the incomes of taxi drivers very badly Drivers loose most of their income generated by rides to airports during rush hours with  high demand  increased prices night rides to restaurants clubs concerts,13.439417,3.9395223
"@AirAsiaSupport 
Want to cancel my domestic travel in India in april 20 following Govt advisory for avoiding travel due to Covid 19 situation. I expect consumer friendly cancellation fees waiver at your end. I hope for a positive response at your end al",12.692843,4.8539677
Patel: The consumer and the competition regulators will be on high alert for price gouging https://t.co/JQLePyti8K #CoronavirusOutbreak #CoronaVirusSA,12.862632,3.8623328
NEWS ALERT ? Please see the press release from @GovMurphy &amp; @ConsumerNJ about price hikes &amp; price gouging due to COVID-19.  IT IS ILLEGAL ? Please report suspected practices  &amp; review https://t.co/jk5RY950h2 for additional information ? https://t.co/mDTk1OSFHm,12.763942,3.9302113
"For all flights booked before 12/03 and with a travel date until 30/04, we offer you time till 01/06 to contact us to rebook your ticket. So there's no need to contact us right now. Simply get back to us when you're ready to fly again.
More info: https://t.co/hIuoOUF0kx https://t.co/1ZVI5llxbY",12.906183,4.963503
"For those in the Northern and Southern Parishes of our LPSC District 2, due to the COVID-19 development, our LPSC offices monthly visits to Jackson and Houma have been canceled for March.  We will be available over the phone for any consumer issues yall need assistance with.",12.521229,4.7336817
"As an additional support measure for our members during the development of COVID-19, Enrichment FCU is increasing consumer credit card limits by $1000, effective March 16, 2020 Please visit our website for more information and details. https://t.co/mJxhNxUfA7",11.965953,3.9324038
"?? Information from the Competition and Consumer Protection Commission (CCPC) @CCPCIreland for those with package holiday bookings. #COVID?19 

https://t.co/c5T3tcCL2D",11.929487,3.9703922
National Consumer Disputes Redressal Commission Adjourns Today s matters to July,12.311788,3.770556
Important information from the Federal Trade Commission on avoiding COVID-19 scams! https://t.co/odJMOh7NgW https://t.co/FNZMK1AZ48,12.391097,3.8028307
"@SRuhle @NormOrnstein Gee, I dont remember airlines improving the customer experience during the period they were allowed to merge and basically create protected markets for themselves.  No $$ should go to them without consumer reforms. #COVID2019 #pani",13.067111,4.9182644
